stock_xfer_date,stock_qty
2023-03-10,12
2023-02-02,100
2023-01-13,17
2023-02-03,25
2023-03-09,10
2023-03-08,10
2023-03-09,66
2023-01-24,37
2023-01-16,12
2023-01-03,19
2023-03-11,82
2023-01-02,74
2023-02-26,88
2023-02-16,50
2023-03-02,63
2023-02-06,57
2023-01-10,26
2023-01-09,36
2023-01-04,55
2023-02-09,52
2023-01-02,52
2023-01-01,18
2023-02-21,89
2023-01-04,82
2023-02-23,29
2023-02-27,56
2023-01-02,58
2023-01-01,82
2023-01-31,42
2023-01-13,70
2023-02-02,8
2023-02-24,23
2023-01-05,86
2023-01-17,13
2023-01-19,19
2023-02-02,75
2023-01-30,79
2023-03-04,62
2023-01-16,87
2023-02-10,98
2023-01-01,20
2023-01-12,74
2023-01-24,16
2023-02-10,77
2023-02-07,94
2023-01-24,39
2023-01-08,41
2023-01-10,99
2023-01-08,44
2023-01-22,55
2023-02-13,93
2023-03-02,65
2023-02-19,70
2023-03-06,9
2023-02-02,92
2023-02-09,82
2023-01-12,58
2023-03-02,9
2023-03-05,95
2023-02-23,41
2023-02-02,93
2023-02-14,80
2023-03-13,2
2023-02-18,73
2023-01-02,24
2023-01-14,97
2023-02-22,71
2023-02-17,35
2023-02-26,90
2023-01-17,83
2023-03-14,18
2023-02-20,73
2023-02-05,33
2023-02-01,44
2023-02-03,25
2023-01-20,35
2023-03-02,20
2023-01-31,71
2023-02-14,53
2023-02-25,9
2023-02-25,67
2023-02-02,50
2023-01-30,52
2023-02-12,55
2023-02-23,60
2023-01-10,85
2023-01-14,24
2023-01-28,62
2023-01-19,53
2023-01-14,20
2023-02-27,45
2023-02-10,40
2023-03-14,89
2023-02-10,10
2023-02-09,96
2023-03-04,94
2023-02-25,75
2023-02-09,20
2023-01-07,99
2023-02-01,68
2023-01-01,33
2023-01-17,47
2023-03-13,92
2023-02-02,94
2023-01-22,17
2023-02-20,31
2023-01-18,3
2023-01-03,27
2023-03-11,47
2023-03-09,75
2023-01-30,57
2023-02-16,35
2023-03-04,36
2023-03-01,45
2023-02-16,20
2023-03-14,24
2023-01-13,36
2023-03-05,59
2023-02-09,55
2023-02-15,4
2023-02-09,69
2023-01-29,88
2023-02-15,90
2023-01-04,82
2023-03-04,60
2023-02-20,32
2023-02-15,89
2023-01-18,65
2023-03-10,21
2023-02-09,33
2023-03-05,24
2023-02-10,90
2023-02-01,80
2023-02-26,1
2023-02-04,36
2023-01-11,17
2023-03-04,31
2023-02-16,58
2023-01-23,22
2023-02-22,80
2023-01-13,22
2023-02-10,47
2023-03-07,10
2023-02-26,99
2023-01-07,21
2023-01-18,48
2023-01-05,77
2023-03-11,58
2023-01-04,44
2023-01-21,75
2023-01-14,1
2023-01-04,4
2023-02-27,43
2023-01-04,38
2023-01-02,60
2023-01-04,54
2023-02-14,26
2023-01-22,45
2023-01-13,16
2023-02-07,58
2023-02-08,77
2023-03-07,28
2023-02-17,23
2023-03-09,3
2023-02-08,26
2023-02-21,73
2023-01-05,100
2023-01-21,47
2023-01-10,88
2023-02-08,27
2023-01-25,58
2023-02-18,4
2023-02-26,3
2023-01-20,98
2023-01-24,1
2023-01-20,14
2023-02-03,93
2023-01-12,1
2023-01-31,84
2023-01-26,31
2023-02-17,81
2023-02-14,57
2023-03-13,60
2023-01-28,40
2023-03-08,65
2023-03-12,5
2023-02-04,68
2023-02-16,26
2023-01-10,66
2023-01-21,19
2023-01-31,32
2023-01-31,3
2023-01-19,4
2023-03-08,20
2023-03-11,21
2023-01-03,81
2023-02-25,10
2023-03-06,35
2023-01-13,98
2023-03-10,62
2023-01-04,91
2023-02-24,4
2023-03-10,60
2023-02-12,37
2023-01-01,19
2023-02-01,90
2023-02-15,25
2023-03-10,54
2023-02-02,65
2023-02-09,39
2023-02-15,64
2023-01-13,8
2023-01-29,22
2023-03-08,48
2023-02-28,59
2023-01-08,94
2023-02-03,24
2023-02-17,58
2023-03-11,13
2023-03-07,55
2023-01-11,2
2023-02-21,87
2023-01-16,72
2023-01-28,18
2023-01-16,99
2023-01-12,29
2023-01-21,76
2023-01-31,29
2023-03-08,25
2023-03-07,34
2023-02-26,97
2023-01-18,100
2023-01-28,10
2023-02-18,49
2023-02-09,18
2023-02-26,89
2023-01-06,98
2023-03-05,2
2023-01-21,90
2023-02-02,18
2023-02-16,18
2023-03-07,84
2023-02-28,62
2023-03-12,72
2023-01-05,18
2023-01-09,95
2023-01-30,93
2023-02-13,49
2023-02-06,81
2023-02-01,99
2023-02-26,38
2023-03-07,84
2023-02-16,87
2023-01-15,5
2023-01-26,58
2023-02-19,48
2023-03-02,15
2023-01-17,35
2023-01-09,22
2023-03-01,69
2023-02-05,73
2023-01-24,48
2023-03-10,50
2023-01-18,45
2023-01-23,61
2023-02-24,87
2023-01-29,11
2023-02-21,76
2023-02-08,35
2023-01-31,38
2023-01-17,38
2023-02-12,61
2023-01-08,71
2023-03-06,37
2023-02-04,2
2023-02-28,52
2023-01-06,12
2023-03-09,18
2023-03-12,42
2023-03-04,65
2023-01-09,6
2023-02-23,26
2023-01-03,57
2023-01-23,98
2023-01-31,84
2023-01-01,54
2023-02-01,74
2023-02-22,89
2023-03-09,27
2023-01-13,84
2023-02-22,15
2023-02-18,33
2023-01-18,16
2023-01-23,60
2023-02-10,63
2023-02-14,100
2023-02-13,6
2023-02-27,9
2023-01-10,70
2023-02-03,95
2023-01-30,90
2023-02-14,21
2023-02-24,2
2023-02-11,17
2023-01-11,22
2023-03-10,71
2023-02-04,2
2023-02-14,51
2023-02-03,30
2023-03-03,48
2023-02-25,71
2023-02-15,12
2023-01-09,5
2023-03-10,31
2023-02-10,85
2023-02-22,27
2023-03-14,66
2023-02-24,29
2023-02-22,51
2023-02-23,33
2023-02-11,94
2023-03-14,60
2023-01-07,73
2023-02-09,61
2023-01-10,87
2023-01-24,64
2023-02-05,10
2023-01-25,29
2023-02-09,70
2023-01-11,9
2023-02-03,49
2023-01-30,57
2023-01-28,39
2023-03-11,17
2023-01-31,87
2023-03-03,74
2023-01-05,84
2023-01-01,5
2023-02-04,5
2023-02-14,18
2023-03-05,6
2023-02-06,31
2023-01-11,24
2023-01-26,37
2023-02-27,73
2023-02-15,8
2023-01-15,22
2023-03-02,26
2023-02-08,39
2023-01-04,53
2023-01-11,63
2023-01-06,15
2023-02-02,39
2023-01-29,44
2023-01-07,58
2023-01-27,55
2023-02-09,10
2023-01-09,68
2023-01-06,66
2023-01-19,94
2023-03-03,92
2023-03-08,12
2023-01-01,13
2023-01-24,74
2023-01-15,2
2023-02-03,69
2023-01-11,90
2023-02-20,96
2023-01-07,46
2023-01-28,52
2023-01-01,46
2023-01-29,46
2023-02-10,50
2023-01-13,67
2023-03-12,10
2023-02-23,54
2023-02-26,80
2023-03-07,16
2023-02-17,58
2023-01-17,49
2023-01-11,35
2023-01-05,5
2023-03-05,11
2023-01-23,71
2023-02-14,17
2023-03-01,86
2023-02-10,55
2023-01-02,14
2023-01-06,40
2023-02-14,4
2023-01-03,87
2023-02-10,71
2023-01-12,47
2023-02-04,86
2023-01-21,51
2023-01-02,52
2023-01-14,57
2023-01-15,70
2023-01-18,26
2023-02-04,97
2023-01-15,100
2023-03-14,99
2023-03-07,26
2023-02-12,16
2023-02-12,3
2023-01-31,88
2023-01-23,77
2023-03-03,50
2023-03-06,15
2023-01-01,67
2023-01-10,33
2023-01-14,70
2023-02-15,91
2023-02-27,18
2023-02-24,53
2023-01-21,66
2023-02-20,59
2023-01-28,55
2023-02-23,65
2023-02-12,10
2023-02-02,80
2023-02-13,100
2023-01-25,75
2023-03-06,86
2023-01-19,21
2023-02-01,56
2023-01-09,25
2023-01-02,39
2023-02-16,60
2023-01-01,54
2023-01-21,12
2023-01-24,31
2023-03-13,90
2023-01-26,67
2023-02-09,44
2023-01-18,11
2023-02-27,7
2023-01-24,8
2023-03-05,54
2023-03-06,35
2023-03-13,74
2023-02-19,75
2023-01-23,77
2023-02-27,92
2023-03-04,97
2023-02-04,33
2023-01-26,22
2023-02-09,25
2023-02-09,84
2023-01-19,42
2023-01-16,91
2023-03-04,86
2023-02-15,47
2023-02-19,83
2023-03-14,51
2023-01-01,94
2023-02-18,65
2023-01-25,82
2023-03-12,86
2023-02-26,74
2023-02-10,78
2023-01-15,32
2023-03-13,51
2023-01-07,80
2023-01-25,83
2023-02-27,49
2023-02-11,77
2023-02-06,1
2023-01-07,65
2023-02-16,6
2023-01-23,69
2023-01-16,18
2023-02-16,98
2023-03-04,60
2023-02-15,70
2023-01-26,29
2023-02-03,5
2023-02-23,30
2023-03-01,28
2023-02-28,11
2023-01-27,73
2023-02-22,69
2023-01-07,45
2023-02-11,75
2023-03-04,88
2023-01-15,92
2023-03-05,76
2023-02-04,65
2023-01-05,20
2023-02-04,80
2023-01-03,96
2023-02-04,72
2023-01-26,69
2023-02-01,61
2023-03-11,42
2023-02-08,47
2023-01-18,71
2023-03-12,88
2023-01-02,63
2023-01-15,94
2023-01-23,91
2023-01-23,75
2023-03-02,88
2023-01-05,21
2023-02-24,48
2023-02-24,22
2023-02-03,100
2023-02-20,6
2023-03-14,90
2023-02-08,18
2023-02-05,21
2023-02-19,75
2023-01-29,85
2023-01-01,49
2023-01-10,44
2023-03-11,42
2023-02-13,99
2023-02-19,36
2023-01-01,10
2023-03-04,86
2023-02-20,45
2023-03-10,98
2023-03-02,54
2023-02-03,54
2023-01-26,97
2023-01-04,31
2023-03-13,92
2023-02-25,86
2023-01-22,45
2023-01-29,54
2023-02-16,10
2023-02-09,21
2023-03-05,62
2023-03-13,58
2023-01-11,61
2023-01-22,75
2023-02-28,90
2023-01-29,59
2023-02-23,54
2023-01-28,100
2023-02-25,60
2023-01-23,90
2023-01-22,79
2023-03-14,73
2023-02-09,61
2023-02-17,67
2023-03-07,10
2023-01-04,19
2023-03-02,79
2023-02-16,21
2023-01-23,13
2023-02-09,90
2023-01-17,33
2023-01-31,14
2023-03-12,92
2023-01-12,66
2023-01-29,85
2023-01-21,96
2023-02-02,99
2023-01-29,20
2023-02-17,45
2023-01-13,92
2023-02-26,6
2023-03-08,71
2023-02-01,98
2023-01-24,11
2023-01-16,49
2023-01-05,42
2023-03-12,45
2023-01-28,99
2023-03-09,23
2023-01-31,34
2023-02-19,12
2023-02-01,90
2023-01-27,62
2023-03-07,3
2023-02-19,35
2023-03-13,75
2023-03-06,95
2023-02-21,41
2023-01-13,34
2023-01-06,36
2023-02-15,71
2023-01-29,38
2023-03-06,24
2023-01-16,11
2023-01-05,19
2023-01-29,47
2023-01-14,22
2023-02-11,100
2023-01-18,53
2023-01-27,57
2023-02-09,56
2023-02-19,77
2023-02-19,78
2023-01-15,13
2023-01-31,66
2023-01-29,76
2023-01-22,61
2023-02-16,6
2023-01-22,48
2023-01-10,16
2023-02-28,6
2023-02-16,93
2023-01-25,68
2023-01-31,66
2023-02-14,29
2023-01-08,9
2023-03-02,70
2023-03-02,80
2023-01-25,43
2023-01-03,79
2023-01-20,52
2023-03-01,6
2023-02-16,22
2023-01-23,11
2023-02-16,65
2023-02-06,28
2023-01-24,2
2023-01-22,24
2023-01-19,28
2023-01-09,82
2023-01-13,96
2023-01-31,97
2023-02-15,29
2023-02-06,86
2023-01-24,27
2023-01-23,8
2023-01-15,21
2023-01-02,87
2023-03-04,42
2023-01-18,86
2023-02-20,50
2023-02-26,33
2023-01-16,53
2023-02-19,59
2023-03-11,30
2023-03-04,77
2023-01-22,65
2023-01-07,13
2023-01-27,79
2023-02-25,16
2023-01-08,75
2023-02-09,50
2023-02-25,72
2023-01-18,93
2023-02-14,58
2023-03-07,68
2023-01-06,50
2023-02-07,54
2023-02-20,68
2023-01-27,97
2023-02-17,46
2023-03-02,89
2023-02-13,48
2023-02-19,86
2023-02-14,25
2023-03-13,27
2023-02-28,11
2023-01-09,36
2023-01-29,21
2023-02-06,90
2023-01-07,41
2023-03-09,83
2023-03-14,64
2023-03-10,33
2023-03-07,89
2023-01-18,73
2023-03-02,77
2023-02-24,82
2023-03-01,43
2023-01-01,15
2023-01-04,37
2023-01-08,42
2023-01-13,71
2023-01-02,85
2023-01-15,45
2023-02-19,81
2023-02-21,59
2023-02-18,16
2023-01-13,9
2023-02-23,71
2023-03-02,100
2023-01-08,34
2023-02-24,81
2023-02-03,67
2023-03-14,32
2023-01-28,92
2023-02-08,61
2023-01-09,67
2023-03-08,6
2023-01-06,86
2023-03-07,79
2023-01-26,19
2023-01-20,68
2023-03-11,64
2023-02-01,36
2023-02-15,50
2023-03-07,25
2023-02-28,6
2023-02-06,90
2023-01-09,45
2023-03-03,67
2023-02-12,98
2023-01-11,30
2023-03-11,85
2023-01-24,59
2023-02-27,35
2023-02-24,49
2023-01-19,22
2023-03-14,57
2023-02-26,34
2023-01-06,69
2023-03-09,18
2023-01-16,97
2023-02-20,92
2023-02-11,24
2023-01-13,6
2023-01-24,13
2023-02-09,5
2023-01-05,27
2023-02-27,39
2023-03-07,72
2023-02-02,85
2023-01-05,24
2023-02-17,7
2023-02-11,6
2023-03-03,84
2023-01-22,30
2023-01-12,57
2023-03-07,42
2023-03-06,71
2023-01-01,42
2023-02-13,39
2023-03-03,92
2023-01-08,17
2023-02-22,6
2023-01-10,26
2023-02-06,60
2023-01-20,62
2023-01-16,63
2023-02-11,31
2023-02-09,82
2023-01-29,74
2023-01-25,13
2023-03-12,77
2023-02-04,27
2023-02-02,30
2023-02-20,89
2023-02-26,15
2023-01-06,67
2023-02-12,65
2023-02-23,69
2023-01-12,16
2023-03-07,74
2023-02-05,96
2023-02-14,25
2023-01-08,19
2023-01-01,24
2023-01-11,84
2023-01-01,19
2023-02-12,27
2023-01-08,68
2023-01-15,56
2023-02-22,51
2023-03-14,30
2023-01-14,25
2023-01-21,43
2023-03-14,68
2023-01-28,96
2023-02-16,26
2023-03-14,17
2023-02-10,65
2023-02-19,1
2023-01-02,10
2023-02-07,22
2023-01-13,54
2023-02-21,48
2023-02-15,81
2023-01-29,79
2023-03-02,67
2023-03-06,13
2023-01-12,11
2023-03-12,48
2023-02-20,18
2023-01-25,5
2023-02-12,74
2023-03-02,92
2023-01-19,49
2023-02-06,39
2023-01-05,32
2023-02-03,57
2023-01-13,72
2023-02-17,12
2023-01-21,7
2023-02-19,19
2023-03-04,66
2023-01-20,94
2023-01-08,74
2023-03-08,26
2023-01-04,46
2023-02-19,52
2023-01-02,54
2023-02-15,71
2023-03-04,25
2023-02-08,8
2023-02-05,13
2023-01-08,8
2023-01-23,62
2023-02-04,34
2023-01-09,83
2023-03-13,33
2023-01-23,94
2023-02-19,39
2023-02-17,94
2023-02-14,49
2023-02-08,39
2023-01-07,67
2023-03-10,49
2023-02-06,44
2023-02-17,4
2023-01-03,31
2023-03-13,83
2023-01-20,87
2023-03-12,68
2023-01-17,22
2023-02-20,61
2023-02-13,73
2023-02-16,1
2023-02-13,28
2023-02-13,79
2023-03-10,62
2023-01-18,28
2023-01-30,23
2023-02-19,20
2023-03-11,4
2023-02-11,11
2023-02-21,69
2023-03-14,72
2023-01-06,64
2023-01-02,52
2023-01-09,22
2023-02-28,19
2023-01-08,98
2023-02-17,18
2023-03-05,31
2023-03-01,18
2023-01-14,97
2023-03-13,28
2023-02-09,85
2023-01-21,60
2023-01-23,33
2023-02-14,11
2023-03-10,70
2023-01-08,71
2023-02-06,99
2023-01-25,97
2023-02-22,7
2023-02-04,66
2023-03-07,19
2023-02-28,21
2023-02-26,4
2023-02-01,4
2023-03-06,84
2023-03-05,48
2023-02-05,60
2023-03-09,67
2023-02-26,62
2023-01-13,66
2023-01-26,56
2023-02-11,10
2023-02-10,21
2023-01-15,58
2023-02-15,94
2023-01-03,66
2023-03-12,38
2023-03-08,3
2023-02-12,60
2023-02-23,49
2023-03-02,99
2023-01-25,92
2023-01-02,8
2023-02-05,62
2023-03-02,2
2023-02-03,21
2023-02-04,26
2023-03-08,75
2023-01-22,95
2023-02-27,75
2023-02-07,25
2023-03-12,14
2023-02-22,43
2023-03-12,1
2023-02-18,79
2023-02-19,13
2023-03-10,89
2023-02-24,18
2023-01-13,63
2023-01-29,95
2023-02-14,61
2023-02-22,29
2023-01-04,38
2023-02-10,76
2023-01-16,72
2023-03-06,70
2023-02-18,99
2023-03-03,100
2023-02-05,61
2023-01-29,44
2023-01-08,23
2023-02-15,58
2023-02-27,47
2023-01-16,47
2023-02-14,67
2023-01-27,63
2023-02-18,32
2023-01-15,93
2023-01-31,45
2023-02-17,90
2023-02-08,85
2023-03-13,84
2023-01-23,90
2023-03-09,48
2023-01-25,88
2023-01-10,27
2023-01-28,24
2023-01-10,46
2023-02-21,72
2023-01-01,10
2023-02-28,32
2023-03-02,72
2023-01-18,51
2023-02-15,49
2023-01-02,75
2023-02-28,64
2023-02-07,2
2023-02-22,34
2023-02-19,54
2023-03-05,57
2023-01-05,89
2023-01-03,46
2023-03-10,9
2023-02-13,45
2023-03-06,94
2023-02-01,59
2023-03-04,93
2023-02-19,70
2023-02-16,98
2023-03-06,75
2023-01-05,33
2023-02-20,51
2023-01-20,36
2023-01-02,71
2023-02-17,20
2023-01-11,98
2023-02-18,78
2023-01-26,40
2023-01-28,7
2023-01-23,35
2023-01-04,37
2023-02-22,6
2023-01-28,47
2023-01-02,15
2023-02-18,12
2023-01-06,23
2023-03-11,84
2023-02-14,50
2023-02-13,83
2023-02-15,29
2023-01-03,4
2023-01-07,1
2023-03-14,43
2023-01-11,59
2023-03-11,25
2023-01-29,89
2023-01-05,88
2023-03-03,20
2023-03-06,64
2023-02-09,70
2023-02-14,28
2023-03-02,80
2023-01-30,17
2023-02-16,35
2023-02-04,37
2023-01-28,95
2023-03-13,61
2023-01-14,53
2023-03-08,54
2023-03-11,79
2023-02-01,16
2023-02-02,68
2023-02-01,21
2023-02-02,6
2023-03-12,91
2023-01-31,55
2023-02-21,43
2023-02-04,62
2023-01-30,42
2023-03-07,94
2023-03-13,16
2023-02-23,75
2023-03-11,8
2023-01-26,61
2023-01-11,52
2023-01-07,57
2023-01-03,28
2023-02-15,85
2023-01-14,65
2023-02-16,46
2023-01-07,53
2023-01-01,68
2023-02-22,31
2023-01-04,46
2023-01-22,83
2023-02-10,43
2023-02-04,34
2023-01-13,82
2023-02-07,96
2023-02-28,96
2023-02-26,15
2023-01-19,9
2023-01-30,73
2023-01-24,28
2023-02-08,26
2023-03-10,15
2023-01-21,50
2023-01-22,37
2023-02-09,44
2023-03-12,6
2023-01-10,54
2023-02-26,52
2023-01-03,5
2023-02-08,80
2023-01-10,10
2023-02-23,8
2023-03-14,42
2023-01-31,92
2023-03-06,35
2023-02-21,50
2023-03-03,78
2023-02-17,17
2023-02-11,98
2023-01-07,7
2023-02-26,1
2023-03-04,68
2023-01-09,87
2023-01-18,97
2023-03-12,6
2023-02-05,87
2023-03-07,29
2023-01-21,44
2023-03-06,56
2023-03-08,34
2023-03-13,51
2023-01-29,91
2023-02-22,89
2023-02-23,55
2023-01-23,46
2023-02-26,66
2023-02-02,25
2023-02-28,82
2023-01-31,54
2023-01-28,44
2023-03-02,13
2023-02-08,68
2023-02-10,6
2023-02-19,27
2023-01-09,53
2023-01-02,61
2023-01-26,42
2023-03-09,16
2023-03-12,60
2023-02-13,73
2023-03-09,19
2023-01-07,53
2023-02-01,85
2023-02-02,74
2023-02-28,71
2023-02-19,47
2023-02-04,44
2023-02-23,23
2023-02-14,4
2023-02-17,78
2023-01-23,86
2023-02-27,89
2023-01-25,94
2023-02-26,56
2023-01-04,86
2023-01-22,49
2023-03-10,89
2023-02-17,81
2023-02-27,6
2023-02-08,66
2023-01-12,96
2023-02-23,29
2023-02-03,22
2023-02-13,28
2023-01-19,30
2023-02-01,84
2023-01-11,50
2023-01-02,84
2023-03-01,28
2023-01-02,15
2023-02-21,11
2023-03-09,80
2023-02-04,10
2023-01-05,87
2023-02-22,94
2023-02-13,10
2023-02-04,86
2023-02-05,13
2023-02-08,37
2023-03-12,6
2023-02-10,20
2023-02-16,80
2023-03-12,74
2023-02-20,27
2023-03-11,55
2023-02-25,58
2023-01-07,51
2023-03-07,33
2023-01-03,11
2023-02-05,73
2023-01-12,93
2023-01-19,50
2023-01-17,37
2023-03-10,72
2023-03-09,38
2023-03-04,76
2023-02-23,11
2023-02-10,65
2023-03-06,14
2023-01-21,31
2023-03-07,7
2023-01-28,66
2023-03-08,92
2023-01-05,75
2023-01-30,83
2023-01-13,85
2023-01-12,73
2023-02-27,18
2023-03-08,47
2023-01-16,8
2023-01-07,91
2023-02-17,84
2023-02-06,61
2023-02-25,22
2023-03-14,42
2023-02-26,2
2023-01-07,87
2023-02-24,69
2023-02-14,53
2023-03-04,78
2023-01-10,64
2023-02-10,94
2023-03-04,21
2023-01-24,22
2023-01-12,72
2023-02-09,2
2023-01-03,34
2023-02-02,4
2023-01-08,98
2023-02-16,38
2023-01-09,54
2023-02-16,27
2023-03-03,69
2023-01-14,59
2023-02-07,40
2023-03-01,71
2023-01-17,8
2023-01-05,35
2023-02-09,21
2023-02-17,65
2023-02-27,24
2023-02-21,87
2023-01-27,23
2023-02-28,87
2023-02-01,39
2023-01-11,4
2023-01-07,16
2023-02-02,56
2023-03-14,44
2023-02-08,98
2023-01-11,11
2023-02-23,53
2023-02-26,22
2023-01-28,73
2023-01-03,2
2023-02-15,65
2023-03-13,38
2023-03-08,88
2023-02-03,42
2023-01-31,42
2023-01-29,64
2023-01-17,68
2023-02-13,50
2023-03-12,35
2023-02-03,62
2023-01-26,33
2023-01-03,77
2023-03-14,99
2023-03-01,25
2023-02-04,22
2023-01-29,64
2023-02-17,53
2023-03-12,31
2023-03-13,68
2023-02-12,19
2023-02-10,49
2023-03-02,96
2023-01-01,50
2023-02-25,82
2023-02-21,90
2023-02-02,4
2023-01-22,35
2023-02-07,91
2023-03-01,47
2023-02-23,1
2023-02-08,39
2023-02-21,21
2023-02-24,64
2023-02-18,57
2023-02-08,100
2023-02-14,13
2023-01-22,55
2023-01-12,47
2023-01-30,48
2023-02-12,63
2023-01-05,2
2023-02-01,84
2023-01-13,49
2023-02-07,35
2023-03-12,44
2023-01-21,1
2023-02-23,64
2023-03-12,63
2023-02-16,15
2023-02-17,50
2023-01-10,34
2023-01-04,30
2023-01-14,82
2023-01-17,63
2023-03-09,54
2023-01-06,61
2023-03-10,40
2023-01-04,3
2023-01-25,73
2023-01-14,11
2023-03-04,69
2023-01-25,38
2023-01-22,65
2023-02-13,69
2023-01-03,16
2023-01-07,10
2023-01-05,76
2023-01-10,44
2023-01-13,18
2023-02-20,6
2023-01-07,8
2023-02-12,24
2023-03-10,97
2023-01-11,13
2023-01-19,59
2023-02-10,96
2023-02-17,28
2023-01-30,53
2023-01-30,36
2023-01-17,61
2023-03-13,98
2023-01-02,20
2023-01-18,44
2023-02-17,7
2023-02-24,6
2023-01-16,79
2023-01-26,4
2023-01-09,13
2023-01-10,75
2023-02-15,61
2023-01-13,90
2023-02-28,36
2023-01-15,80
2023-02-04,71
2023-03-05,22
2023-02-15,94
2023-01-06,22
2023-02-03,39
2023-01-23,17
2023-01-10,56
2023-01-15,99
2023-01-19,68
2023-02-18,97
2023-02-12,88
2023-01-09,88
2023-02-01,71
2023-03-08,86
2023-01-07,95
2023-02-01,25
2023-02-02,77
2023-02-15,31
2023-01-07,56
2023-02-18,39
2023-02-04,41
2023-01-26,42
2023-03-12,23
2023-03-06,19
2023-01-05,84
2023-03-14,98
2023-02-17,94
2023-03-07,90
2023-02-20,21
2023-01-02,98
2023-01-21,16
2023-02-18,55
2023-02-06,52
2023-02-20,56
2023-01-24,24
2023-03-11,19
2023-01-15,52
2023-02-09,99
2023-01-24,100
2023-02-10,21
2023-03-01,28
2023-03-14,23
2023-02-26,100
2023-01-20,27
2023-02-04,66
2023-03-01,80
2023-03-03,7
2023-03-02,18
2023-03-03,20
2023-02-08,92
2023-01-30,29
2023-01-06,80
2023-02-14,83
2023-01-10,70
2023-01-05,85
2023-01-19,37
2023-03-09,24
2023-02-08,65
2023-03-11,32
2023-02-17,13
2023-02-15,46
2023-01-09,18
2023-02-21,34
2023-03-05,45
2023-01-01,87
2023-01-25,97
2023-02-20,54
2023-01-10,82
2023-01-19,54
2023-01-06,63
2023-02-18,3
2023-01-24,36
2023-01-07,22
2023-01-11,15
2023-03-03,54
2023-02-22,11
2023-01-13,52
2023-02-27,99
2023-03-04,17
2023-02-18,47
2023-01-24,97
2023-01-16,16
2023-02-14,22
2023-02-19,22
2023-03-09,89
2023-03-04,55
2023-02-19,52
2023-02-19,78
2023-02-15,81
2023-02-03,63
2023-01-16,10
2023-02-01,32
2023-01-09,9
2023-03-07,17
2023-03-14,64
2023-03-04,47
2023-02-14,24
2023-01-26,19
2023-02-07,19
2023-03-03,78
2023-01-08,80
2023-03-03,87
2023-01-17,4
2023-01-20,73
2023-01-22,38
2023-01-01,51
2023-02-27,100
2023-01-30,31
2023-02-13,46
2023-03-02,14
2023-01-23,40
2023-02-01,100
2023-01-19,77
2023-02-16,4
2023-01-08,36
2023-01-13,86
2023-01-07,39
2023-02-09,65
2023-02-20,35
2023-02-14,21
2023-02-02,20
2023-01-11,19
2023-01-06,49
2023-02-14,48
2023-01-13,16
2023-02-23,86
2023-02-19,92
2023-01-29,25
2023-02-12,84
2023-01-16,65
2023-02-11,84
2023-03-12,77
2023-01-26,81
2023-03-04,76
2023-02-08,56
2023-01-22,26
2023-02-15,35
2023-03-05,14
2023-01-29,80
2023-02-20,8
2023-02-19,7
2023-01-14,32
2023-02-15,46
2023-02-11,19
2023-03-08,25
2023-01-20,14
2023-02-08,69
2023-02-22,69
2023-01-11,31
2023-02-22,52
2023-02-07,92
2023-01-02,16
2023-01-25,70
2023-01-18,61
2023-03-03,86
2023-03-05,69
2023-03-05,53
2023-01-22,42
2023-02-07,24
2023-03-03,78
2023-03-13,1
2023-02-09,60
2023-02-09,66
2023-03-13,13
2023-01-24,28
2023-02-08,56
2023-02-08,3
2023-02-28,12
2023-01-21,14
2023-01-15,21
2023-02-28,66
2023-03-06,40
2023-02-20,36
2023-01-02,67
2023-02-13,60
2023-03-09,73
2023-02-17,64
2023-03-09,25
2023-01-15,35
2023-01-12,74
2023-03-07,40
2023-01-02,18
2023-01-06,97
2023-03-07,69
2023-02-13,5
2023-01-22,27
2023-01-30,28
2023-02-08,32
2023-01-06,90
2023-01-27,90
2023-02-18,68
2023-03-01,28
2023-01-13,51
2023-03-01,58
2023-02-06,25
2023-02-16,71
2023-01-10,50
2023-02-21,12
2023-01-21,99
2023-01-26,37
2023-03-11,78
2023-02-24,91
2023-02-10,47
2023-01-29,10
2023-01-25,10
2023-02-09,33
2023-01-11,81
2023-01-29,31
2023-02-15,68
2023-03-04,76
2023-03-10,79
2023-02-26,16
2023-02-25,34
2023-01-26,93
2023-03-13,59
2023-01-11,16
2023-02-20,74
2023-03-13,57
2023-02-12,71
2023-01-02,100
2023-02-23,56
2023-03-13,13
2023-01-08,38
2023-03-03,99
2023-01-19,63
2023-03-12,26
2023-01-30,96
2023-01-03,95
2023-02-26,9
2023-01-27,46
2023-03-01,69
2023-03-01,94
2023-01-29,100
2023-03-10,21
2023-03-09,27
2023-02-23,100
2023-01-16,16
2023-02-24,99
2023-01-05,71
2023-01-08,36
2023-02-27,62
2023-01-26,66
2023-02-10,38
2023-01-27,42
2023-03-11,70
2023-02-24,92
2023-01-09,98
2023-01-22,69
2023-01-26,96
2023-02-18,18
2023-02-02,2
2023-03-01,51
2023-02-26,66
2023-02-26,16
2023-03-07,47
2023-02-14,59
2023-02-12,47
2023-03-13,8
2023-01-03,80
2023-01-14,86
2023-03-10,68
2023-03-13,99
2023-02-02,40
2023-01-11,26
2023-01-21,97
2023-01-21,50
2023-02-02,59
2023-02-20,15
2023-02-22,52
2023-01-21,50
2023-01-14,83
2023-01-18,78
