stock_xfer_date,stock_qty,product,prod_price,prod_dimensions
1/31/2023,84,Monitor,207.32,10x11x13 cm
1/26/2023,31,Headphones,453.88,20x17x12 cm
2/17/2023,81,Laptop,148.18,19x16x17 cm
2/14/2023,57,Headphones,247.77,9x18x15 cm
3/13/2023,60,Headphones,311.04,9x20x20 cm
1/28/2023,40,Headphones,10.32,12x13x8 cm
3/8/2023,65,Laptop,66.38,5x19x17 cm
3/12/2023,5,Monitor,280.06,16x12x18 cm
2/4/2023,68,Laptop,431.16,20x20x13 cm
2/16/2023,26,Monitor,316.4,10x9x20 cm
1/10/2023,66,Smartphone,130.83,8x16x12 cm
1/21/2023,19,Monitor,240.24,15x7x17 cm
1/31/2023,32,Smartphone,117.55,13x19x6 cm
1/31/2023,3,Headphones,380.6,15x11x8 cm
1/19/2023,4,Laptop,366.44,11x20x19 cm
3/8/2023,20,Headphones,481.65,14x6x8 cm
3/11/2023,21,Monitor,253.42,9x5x8 cm
1/3/2023,81,Headphones,453.06,7x7x5 cm
2/25/2023,10,Laptop,40.48,7x15x18 cm
3/6/2023,35,Monitor,312.28,14x11x20 cm
1/13/2023,98,Laptop,323.65,8x9x19 cm
3/10/2023,62,Monitor,426,9x18x16 cm
1/4/2023,91,Monitor,419.67,19x16x16 cm
2/24/2023,4,Monitor,421.58,10x20x14 cm
3/10/2023,60,Headphones,487.77,12x10x13 cm
2/12/2023,37,Smartphone,185.4,17x14x18 cm
1/1/2023,19,Headphones,355.92,19x19x15 cm
2/1/2023,90,Headphones,177.62,18x5x8 cm
2/15/2023,25,Smartphone,388.26,8x16x19 cm
3/10/2023,54,Monitor,375.48,12x14x19 cm
2/2/2023,65,Monitor,153.41,6x9x7 cm
2/9/2023,39,Laptop,270.7,8x8x12 cm
2/15/2023,64,Headphones,318.5,10x8x18 cm
1/13/2023,8,Smartphone,62.9,14x8x18 cm
1/29/2023,22,Headphones,489.07,14x18x17 cm
3/8/2023,48,Smartphone,290.39,13x11x15 cm
2/28/2023,59,Headphones,296.08,15x17x9 cm
1/8/2023,94,Headphones,174.24,9x10x6 cm
2/3/2023,24,Laptop,475.8,20x15x12 cm
2/17/2023,58,Headphones,24.37,9x15x18 cm
3/11/2023,13,Laptop,237.78,17x5x16 cm
3/7/2023,55,Laptop,463.59,17x9x19 cm
1/11/2023,2,Monitor,166.48,12x6x19 cm
2/21/2023,87,Laptop,81.39,10x8x19 cm
1/16/2023,72,Laptop,90.44,10x12x13 cm
1/28/2023,18,Laptop,30.49,13x5x17 cm
1/16/2023,99,Smartphone,203.84,10x17x9 cm
1/12/2023,29,Smartphone,460.16,14x10x15 cm
1/21/2023,76,Smartphone,333.45,9x15x13 cm
1/31/2023,29,Headphones,319.78,13x15x17 cm
3/8/2023,25,Monitor,331.41,14x16x11 cm
3/7/2023,34,Headphones,20.96,10x12x8 cm
2/26/2023,97,Headphones,474.52,15x13x20 cm
1/18/2023,100,Monitor,146.12,11x11x13 cm
1/28/2023,10,Monitor,61.5,19x13x19 cm
2/18/2023,49,Headphones,255.15,18x14x10 cm
2/9/2023,18,Laptop,386.17,14x5x8 cm
2/26/2023,89,Headphones,314.83,18x17x16 cm
1/6/2023,98,Monitor,278.17,5x19x9 cm
3/5/2023,2,Laptop,379.16,13x17x15 cm
1/21/2023,90,Smartphone,182.65,5x18x7 cm
2/2/2023,18,Laptop,53.5,5x10x8 cm
2/16/2023,18,Smartphone,428.37,10x12x5 cm
3/7/2023,84,Laptop,424.02,17x17x12 cm
2/28/2023,62,Monitor,423.68,15x20x8 cm
3/12/2023,72,Monitor,494.15,13x17x17 cm
1/5/2023,18,Laptop,100.05,19x11x8 cm
1/9/2023,95,Monitor,356.57,5x11x19 cm
1/30/2023,93,Laptop,229.35,17x16x14 cm
2/13/2023,49,Laptop,24.7,13x7x5 cm
2/6/2023,81,Laptop,266.63,11x13x7 cm
2/1/2023,99,Headphones,221.98,14x5x5 cm
2/26/2023,38,Smartphone,412.79,6x16x11 cm
3/7/2023,84,Monitor,131.93,7x9x17 cm
2/16/2023,87,Headphones,115.52,7x18x18 cm
1/15/2023,5,Smartphone,434.97,10x17x12 cm
1/26/2023,58,Smartphone,408.48,8x16x5 cm
2/19/2023,48,Monitor,46.69,16x19x8 cm
3/2/2023,15,Smartphone,169.72,12x18x10 cm
1/17/2023,35,Monitor,353.7,6x13x19 cm
1/9/2023,22,Monitor,36.53,5x8x12 cm
3/1/2023,69,Monitor,249.79,16x20x14 cm
2/5/2023,73,Headphones,158.72,18x7x15 cm
1/24/2023,48,Smartphone,388.12,9x5x17 cm
3/10/2023,50,Smartphone,370.82,5x12x17 cm
1/18/2023,45,Smartphone,147.62,6x15x13 cm
1/23/2023,61,Headphones,407.53,9x8x14 cm
2/24/2023,87,Laptop,75,20x17x19 cm
1/29/2023,11,Monitor,318.03,11x19x19 cm
2/21/2023,76,Headphones,268.81,15x11x18 cm
2/8/2023,35,Monitor,197.3,12x18x17 cm
1/31/2023,38,Headphones,485.39,7x19x20 cm
1/17/2023,38,Laptop,427.96,12x15x20 cm
2/12/2023,61,Smartphone,153.46,11x9x20 cm
1/8/2023,71,Laptop,292.6,15x16x6 cm
3/6/2023,37,Smartphone,116.82,19x9x14 cm
2/4/2023,2,Smartphone,397.29,12x16x14 cm
2/28/2023,52,Monitor,97.8,18x15x10 cm
1/6/2023,12,Laptop,351.4,6x20x7 cm
3/9/2023,18,Headphones,428.27,16x13x10 cm
3/12/2023,42,Laptop,265.49,8x10x14 cm
3/4/2023,65,Headphones,196.88,11x15x18 cm
1/9/2023,6,Laptop,296.12,11x14x10 cm
2/23/2023,26,Laptop,253.6,18x7x8 cm
1/3/2023,57,Headphones,291.88,10x19x6 cm
1/23/2023,98,Headphones,418.74,12x16x14 cm
1/31/2023,84,Monitor,40.6,7x10x5 cm
1/1/2023,54,Monitor,497.47,10x6x19 cm
2/1/2023,74,Monitor,446.35,20x17x18 cm
2/22/2023,89,Headphones,315.65,10x19x20 cm
3/9/2023,27,Smartphone,246.59,13x8x19 cm
1/13/2023,84,Smartphone,356.55,6x16x11 cm
2/22/2023,15,Smartphone,409.9,17x11x7 cm
2/18/2023,33,Monitor,371.59,18x13x12 cm
1/18/2023,16,Laptop,390.75,20x19x8 cm
1/23/2023,60,Smartphone,467.33,5x16x10 cm
2/10/2023,63,Smartphone,336.48,16x18x18 cm
2/14/2023,100,Monitor,141.73,8x11x16 cm
2/13/2023,6,Laptop,303.24,18x7x19 cm
2/27/2023,9,Monitor,344.14,14x10x20 cm
1/10/2023,70,Headphones,210.05,6x8x17 cm
2/3/2023,95,Smartphone,147.95,15x20x16 cm
1/30/2023,90,Headphones,434.99,19x9x10 cm
2/14/2023,21,Monitor,201.54,13x19x16 cm
2/24/2023,2,Headphones,149.42,12x18x15 cm
2/11/2023,17,Headphones,48.82,18x5x9 cm
1/11/2023,22,Smartphone,356.01,14x5x15 cm
3/10/2023,71,Headphones,356.07,16x7x17 cm
2/4/2023,2,Monitor,316.46,12x9x14 cm
2/14/2023,51,Headphones,127.9,16x13x17 cm
2/3/2023,30,Monitor,480.88,15x13x8 cm
3/3/2023,48,Monitor,156.53,16x16x15 cm
2/25/2023,71,Monitor,37.73,6x17x13 cm
2/15/2023,12,Smartphone,95.86,6x16x15 cm
1/9/2023,5,Smartphone,140.14,15x16x9 cm
3/10/2023,31,Laptop,215.42,18x16x12 cm
2/10/2023,85,Laptop,297.87,6x15x16 cm
2/22/2023,27,Laptop,383.38,15x10x6 cm
3/14/2023,66,Headphones,243.13,7x5x9 cm
2/24/2023,29,Monitor,312.79,18x16x8 cm
2/22/2023,51,Smartphone,98.47,13x7x8 cm
2/23/2023,33,Laptop,276.47,15x14x12 cm
2/11/2023,94,Smartphone,143.91,7x8x5 cm
3/14/2023,60,Monitor,379.11,9x12x17 cm
1/7/2023,73,Headphones,416.32,8x15x14 cm
2/9/2023,61,Headphones,476.62,13x19x9 cm
1/10/2023,87,Laptop,352.61,5x19x8 cm
1/24/2023,64,Laptop,126.63,12x16x19 cm
2/5/2023,10,Laptop,490.72,12x9x20 cm
1/25/2023,29,Smartphone,114.78,14x20x11 cm
2/9/2023,70,Laptop,144.03,8x14x15 cm
1/11/2023,9,Smartphone,216.93,10x19x11 cm
2/3/2023,49,Headphones,262.5,17x14x9 cm
1/30/2023,57,Smartphone,180.83,5x11x17 cm
1/28/2023,39,Headphones,438.97,7x8x11 cm
3/11/2023,17,Headphones,128.91,11x11x10 cm
1/31/2023,87,Laptop,162.24,14x9x11 cm
3/3/2023,74,Monitor,181.02,8x9x19 cm
1/5/2023,84,Smartphone,167.07,16x15x5 cm
1/1/2023,5,Monitor,60.53,15x5x16 cm
2/4/2023,5,Headphones,14.7,13x18x10 cm
2/14/2023,18,Headphones,12.2,13x14x18 cm
3/5/2023,6,Laptop,234.36,14x15x17 cm
2/6/2023,31,Headphones,91.49,19x15x8 cm
1/11/2023,24,Headphones,231.95,6x18x20 cm
1/26/2023,37,Laptop,99.56,16x12x10 cm
2/27/2023,73,Laptop,458.98,16x12x15 cm
2/15/2023,8,Headphones,88.07,6x6x17 cm
1/15/2023,22,Monitor,458.3,19x12x15 cm
3/2/2023,26,Smartphone,276.19,14x5x10 cm
2/8/2023,39,Laptop,232.14,6x11x19 cm
1/4/2023,53,Laptop,259.02,9x7x18 cm
1/11/2023,63,Headphones,27.58,6x8x6 cm
1/6/2023,15,Monitor,11.81,13x15x7 cm
2/2/2023,39,Monitor,427,11x10x7 cm
1/29/2023,44,Smartphone,37.4,10x18x11 cm
1/7/2023,58,Monitor,31.55,14x10x19 cm
1/27/2023,55,Laptop,138.57,6x20x6 cm
2/9/2023,10,Laptop,400.88,9x6x9 cm
1/9/2023,68,Monitor,210.47,8x16x9 cm
1/6/2023,66,Smartphone,171.64,8x10x19 cm
1/19/2023,94,Laptop,373.44,20x18x13 cm
3/3/2023,92,Monitor,484.68,16x9x7 cm
3/8/2023,12,Laptop,290.19,6x11x10 cm
1/1/2023,13,Laptop,398.64,12x8x9 cm
1/24/2023,74,Headphones,274.7,12x15x14 cm
1/15/2023,2,Headphones,171.61,20x11x8 cm
2/3/2023,69,Smartphone,27.74,13x14x9 cm
1/11/2023,90,Headphones,480.31,16x17x17 cm
2/20/2023,96,Laptop,235.96,15x8x5 cm
1/7/2023,46,Laptop,483.15,15x14x15 cm
1/28/2023,52,Monitor,439.69,20x5x13 cm
1/1/2023,46,Laptop,445.02,5x9x17 cm
1/29/2023,46,Smartphone,405.5,8x17x7 cm
2/10/2023,50,Smartphone,417.51,7x15x17 cm
1/13/2023,67,Smartphone,90.08,15x16x17 cm
3/12/2023,10,Laptop,140.52,12x16x15 cm
2/23/2023,54,Headphones,408.89,19x8x9 cm
2/26/2023,80,Monitor,210.85,14x8x13 cm
3/7/2023,16,Laptop,364.9,8x6x9 cm
2/17/2023,58,Smartphone,305.28,6x20x13 cm
1/17/2023,49,Laptop,141.33,9x8x11 cm
1/11/2023,35,Smartphone,30.94,7x19x8 cm
1/5/2023,5,Smartphone,244.11,17x8x18 cm
3/5/2023,11,Laptop,58.51,20x11x16 cm
1/23/2023,71,Laptop,301.61,18x7x7 cm
2/14/2023,17,Headphones,495.89,13x17x20 cm
3/1/2023,86,Smartphone,21.48,17x13x20 cm
2/10/2023,55,Smartphone,204.5,8x19x6 cm
1/2/2023,14,Monitor,149.24,5x17x15 cm
1/6/2023,40,Headphones,295.37,12x14x14 cm
2/14/2023,4,Smartphone,340.55,16x13x13 cm
1/3/2023,87,Laptop,192.25,5x19x15 cm
2/10/2023,71,Laptop,44.09,9x13x19 cm
1/12/2023,47,Monitor,233.03,17x18x12 cm
2/4/2023,86,Smartphone,351.6,8x8x12 cm
1/21/2023,51,Headphones,129.28,8x19x13 cm
1/2/2023,52,Headphones,161.73,20x5x10 cm
1/14/2023,57,Monitor,34.5,18x13x12 cm
1/15/2023,70,Headphones,470.41,16x14x9 cm
1/18/2023,26,Smartphone,356.67,15x17x13 cm
2/4/2023,97,Monitor,74,18x16x17 cm
1/15/2023,100,Smartphone,21.88,17x18x5 cm
3/14/2023,99,Headphones,40.3,19x17x12 cm
3/7/2023,26,Smartphone,74.74,14x13x9 cm
2/12/2023,16,Headphones,455.44,19x20x16 cm
2/12/2023,3,Headphones,23.46,8x8x19 cm
1/31/2023,88,Laptop,115.08,12x8x10 cm
1/23/2023,77,Headphones,362.18,16x7x20 cm
3/3/2023,50,Monitor,92.12,16x12x7 cm
3/6/2023,15,Monitor,290.18,5x13x18 cm
1/1/2023,67,Smartphone,479.37,20x7x17 cm
1/10/2023,33,Smartphone,428.24,5x6x5 cm
1/14/2023,70,Laptop,130.59,12x10x13 cm
2/15/2023,91,Monitor,99.65,14x20x7 cm
2/27/2023,18,Smartphone,43.41,17x10x17 cm
2/24/2023,53,Laptop,340.8,11x9x16 cm
1/21/2023,66,Laptop,496.81,20x13x14 cm
2/20/2023,59,Laptop,267.28,13x9x16 cm
1/28/2023,55,Smartphone,212.28,6x17x6 cm
2/23/2023,65,Smartphone,277.33,13x7x16 cm
2/12/2023,10,Smartphone,121.51,16x7x15 cm
2/2/2023,80,Smartphone,25.8,16x5x9 cm
2/13/2023,100,Monitor,62.37,20x15x7 cm
1/25/2023,75,Smartphone,237.02,8x8x10 cm
3/6/2023,86,Laptop,348.81,9x12x11 cm
1/19/2023,21,Monitor,237.73,10x17x17 cm
2/1/2023,56,Headphones,37.15,11x16x13 cm
1/9/2023,25,Laptop,339.36,12x14x13 cm
1/2/2023,39,Laptop,256.21,20x5x11 cm
2/16/2023,60,Headphones,246.71,13x9x14 cm
1/1/2023,54,Monitor,184.96,13x12x20 cm
1/21/2023,12,Smartphone,137.67,15x7x16 cm
1/24/2023,31,Monitor,253.49,14x15x20 cm
3/13/2023,90,Laptop,484.43,19x15x10 cm
1/26/2023,67,Monitor,153.85,14x6x15 cm
2/9/2023,44,Monitor,364.33,6x18x6 cm
1/18/2023,11,Smartphone,99.06,6x15x5 cm
2/27/2023,7,Headphones,86.62,5x9x15 cm
1/24/2023,8,Monitor,294.65,19x11x8 cm
3/5/2023,54,Smartphone,207.48,13x6x9 cm
3/6/2023,35,Monitor,165.33,7x17x18 cm
3/13/2023,74,Smartphone,451.23,14x6x13 cm
2/19/2023,75,Headphones,41.6,15x8x9 cm
1/23/2023,77,Laptop,145.34,7x11x16 cm
2/27/2023,92,Headphones,301.38,19x18x16 cm
3/4/2023,97,Smartphone,317.01,16x14x20 cm
2/4/2023,33,Headphones,13.16,6x14x17 cm
1/26/2023,22,Laptop,121.83,5x11x16 cm
2/9/2023,25,Smartphone,469.23,9x6x8 cm
2/9/2023,84,Monitor,450.8,9x18x5 cm
1/19/2023,42,Laptop,218.18,16x16x14 cm
1/16/2023,91,Headphones,291.25,15x18x20 cm
3/4/2023,86,Headphones,257.31,16x6x6 cm
2/15/2023,47,Smartphone,183.22,5x20x19 cm
2/19/2023,83,Smartphone,370.56,19x20x20 cm
3/14/2023,51,Laptop,219.98,17x13x5 cm
1/1/2023,94,Monitor,208.22,9x15x17 cm
2/18/2023,65,Smartphone,470.29,17x14x15 cm
1/25/2023,82,Monitor,405.23,11x17x8 cm
3/12/2023,86,Headphones,248.47,8x12x10 cm
2/26/2023,74,Headphones,378.46,12x18x20 cm
2/10/2023,78,Laptop,20.28,18x8x6 cm
1/15/2023,32,Monitor,359.02,19x10x5 cm
3/13/2023,51,Smartphone,299.86,12x14x12 cm
1/7/2023,80,Smartphone,332.54,8x7x9 cm
1/25/2023,83,Headphones,228.53,10x15x20 cm
2/27/2023,49,Headphones,468.1,10x18x10 cm
2/11/2023,77,Headphones,124.74,6x11x7 cm
2/6/2023,1,Headphones,306.53,14x18x11 cm
1/7/2023,65,Headphones,488.04,13x5x11 cm
2/16/2023,6,Headphones,397.58,16x16x8 cm
1/23/2023,69,Smartphone,157.14,8x8x12 cm
1/16/2023,18,Smartphone,16.58,12x11x10 cm
2/16/2023,98,Headphones,46.54,9x17x13 cm
3/4/2023,60,Laptop,244.91,9x19x5 cm
2/15/2023,70,Smartphone,383.14,11x17x9 cm
1/26/2023,29,Headphones,284.84,15x20x8 cm
2/3/2023,5,Headphones,126.43,11x15x20 cm
2/23/2023,30,Headphones,63.13,17x20x12 cm
3/1/2023,28,Monitor,379.59,9x18x5 cm
2/28/2023,11,Monitor,470.27,19x20x18 cm
1/27/2023,73,Smartphone,18.39,10x9x16 cm
2/22/2023,69,Smartphone,435.87,20x17x19 cm
1/7/2023,45,Monitor,59.3,19x12x16 cm
2/11/2023,75,Headphones,16.8,16x17x7 cm
3/4/2023,88,Laptop,87.17,17x17x20 cm
1/15/2023,92,Monitor,270.22,6x18x17 cm
3/5/2023,76,Monitor,19.56,14x15x8 cm
2/4/2023,65,Laptop,342.91,12x16x14 cm
1/5/2023,20,Laptop,417.53,15x17x11 cm
2/4/2023,80,Monitor,11.02,11x15x6 cm
1/3/2023,96,Headphones,266.15,17x16x13 cm
2/4/2023,72,Laptop,13.49,6x10x5 cm
1/26/2023,69,Laptop,178.97,11x17x20 cm
2/1/2023,61,Headphones,385.4,11x12x6 cm
3/11/2023,42,Smartphone,318.9,8x12x7 cm
2/8/2023,47,Monitor,297.88,20x7x17 cm
1/18/2023,71,Monitor,147.23,11x17x10 cm
3/12/2023,88,Laptop,37.11,5x19x20 cm
1/2/2023,63,Smartphone,157.07,17x8x14 cm
1/15/2023,94,Smartphone,237.34,5x9x16 cm
1/23/2023,91,Laptop,61.67,20x5x15 cm
1/23/2023,75,Smartphone,150.49,12x11x10 cm
3/2/2023,88,Smartphone,271.23,14x17x6 cm
1/5/2023,21,Laptop,402.63,14x11x10 cm
2/24/2023,48,Monitor,27.16,11x16x20 cm
2/24/2023,22,Laptop,279,10x6x15 cm
2/3/2023,100,Smartphone,44.59,14x16x5 cm
2/20/2023,6,Monitor,424.1,17x19x20 cm
3/14/2023,90,Laptop,52.97,12x12x11 cm
2/8/2023,18,Smartphone,373.12,15x19x19 cm
2/5/2023,21,Smartphone,93.06,11x12x6 cm
2/19/2023,75,Smartphone,412.35,9x20x17 cm
1/29/2023,85,Smartphone,147.78,5x16x5 cm
1/1/2023,49,Monitor,141.85,8x7x9 cm
1/10/2023,44,Smartphone,102.11,9x16x15 cm
3/11/2023,42,Laptop,14.87,6x14x11 cm
2/13/2023,99,Monitor,151.97,5x13x15 cm
2/19/2023,36,Monitor,473.18,20x5x5 cm
1/1/2023,10,Monitor,32.79,19x14x18 cm
3/4/2023,86,Smartphone,377.75,17x14x8 cm
2/20/2023,45,Monitor,105.34,14x9x19 cm
3/10/2023,98,Monitor,411.89,11x7x6 cm
3/2/2023,54,Headphones,481.94,16x8x17 cm
2/3/2023,54,Monitor,415.83,18x9x19 cm
1/26/2023,97,Smartphone,126.67,9x11x19 cm
1/4/2023,31,Monitor,245.41,5x19x15 cm
3/13/2023,92,Headphones,386.11,6x5x15 cm
2/25/2023,86,Laptop,39.65,12x15x10 cm
1/22/2023,45,Monitor,368.48,9x16x13 cm
1/29/2023,54,Headphones,241.68,17x5x15 cm
2/16/2023,10,Monitor,133.47,10x19x17 cm
2/9/2023,21,Monitor,182.51,19x7x20 cm
3/5/2023,62,Smartphone,494.22,19x17x9 cm
3/13/2023,58,Monitor,204.02,17x9x20 cm
1/11/2023,61,Headphones,464.58,17x7x19 cm
1/22/2023,75,Smartphone,54.86,5x8x16 cm
2/28/2023,90,Monitor,138.68,14x7x9 cm
1/29/2023,59,Laptop,91.1,7x9x11 cm
2/23/2023,54,Smartphone,88.93,11x5x14 cm
1/28/2023,100,Smartphone,274.54,13x17x14 cm
2/25/2023,60,Monitor,31.49,7x7x5 cm
1/23/2023,90,Laptop,306.71,18x17x17 cm
1/22/2023,79,Headphones,211.68,13x10x20 cm
3/14/2023,73,Smartphone,144.62,18x20x11 cm
2/9/2023,61,Laptop,136.2,20x20x12 cm
2/17/2023,67,Smartphone,111.32,7x9x19 cm
3/7/2023,10,Laptop,284.36,14x9x7 cm
1/4/2023,19,Laptop,453.58,13x20x12 cm
3/2/2023,79,Smartphone,55.04,20x11x12 cm
2/16/2023,21,Monitor,250.05,9x20x8 cm
1/23/2023,13,Headphones,478.18,7x14x9 cm
2/9/2023,90,Monitor,353.75,11x20x7 cm
1/17/2023,33,Monitor,246.86,18x18x12 cm
1/31/2023,14,Smartphone,63.79,10x8x20 cm
3/12/2023,92,Headphones,417.29,10x13x8 cm
1/12/2023,66,Smartphone,154.36,13x6x19 cm
1/29/2023,85,Monitor,269.96,15x9x7 cm
1/21/2023,96,Laptop,419.19,19x11x6 cm
2/2/2023,99,Laptop,362.84,7x6x18 cm
1/29/2023,20,Laptop,205.66,8x16x9 cm
2/17/2023,45,Smartphone,396.04,11x11x19 cm
1/13/2023,92,Laptop,377.79,8x16x17 cm
2/26/2023,6,Laptop,249.85,6x16x5 cm
3/8/2023,71,Smartphone,289.04,7x14x19 cm
2/1/2023,98,Laptop,418.75,18x5x5 cm
1/24/2023,11,Laptop,195.21,7x8x15 cm
1/16/2023,49,Smartphone,173.82,9x11x10 cm
1/5/2023,42,Monitor,72.05,11x19x15 cm
3/12/2023,45,Monitor,345.9,20x13x6 cm
1/28/2023,99,Laptop,59.6,12x20x7 cm
3/9/2023,23,Laptop,412.02,15x18x7 cm
1/31/2023,34,Smartphone,189.97,17x9x9 cm
2/19/2023,12,Monitor,30.45,18x10x16 cm
2/1/2023,90,Monitor,249.36,14x15x8 cm
1/27/2023,62,Laptop,423.82,11x15x18 cm
3/7/2023,3,Smartphone,138.24,18x5x11 cm
2/19/2023,35,Monitor,17.33,18x11x17 cm
3/13/2023,75,Monitor,41.11,12x18x11 cm
3/6/2023,95,Smartphone,426.64,6x7x14 cm
2/21/2023,41,Smartphone,300.82,7x10x20 cm
1/13/2023,34,Monitor,227.75,14x8x10 cm
1/6/2023,36,Laptop,51.46,5x16x8 cm
2/15/2023,71,Smartphone,358.25,18x14x7 cm
1/29/2023,38,Headphones,244.27,20x11x8 cm
3/6/2023,24,Monitor,458.22,13x7x7 cm
1/16/2023,11,Headphones,37.64,13x16x14 cm
1/5/2023,19,Smartphone,50.87,20x6x6 cm
1/29/2023,47,Monitor,156.98,5x5x13 cm
1/14/2023,22,Laptop,248.33,9x17x9 cm
2/11/2023,100,Smartphone,279.95,18x10x12 cm
1/18/2023,53,Laptop,230.89,17x18x7 cm
1/27/2023,57,Laptop,478.64,12x10x20 cm
2/9/2023,56,Monitor,61.31,7x12x10 cm
2/19/2023,77,Smartphone,47.81,9x14x17 cm
2/19/2023,78,Smartphone,162.96,8x13x13 cm
1/15/2023,13,Monitor,220.86,9x13x20 cm
1/31/2023,66,Laptop,128.69,19x15x6 cm
1/29/2023,76,Laptop,174.61,8x5x13 cm
1/22/2023,61,Monitor,443.71,13x19x5 cm
2/16/2023,6,Headphones,155.08,6x11x5 cm
1/22/2023,48,Monitor,139.24,12x8x5 cm
1/10/2023,16,Headphones,333.43,11x12x7 cm
2/28/2023,6,Headphones,288.64,11x5x7 cm
2/16/2023,93,Monitor,26.83,7x19x12 cm
1/25/2023,68,Laptop,176.94,18x17x19 cm
1/31/2023,66,Smartphone,307.31,8x9x9 cm
2/14/2023,29,Monitor,141.63,10x5x18 cm
1/8/2023,9,Headphones,81.82,11x17x12 cm
3/2/2023,70,Laptop,281.93,15x19x5 cm
3/2/2023,80,Monitor,28.09,8x5x18 cm
1/25/2023,43,Headphones,216.89,7x15x17 cm
1/3/2023,79,Laptop,468.94,5x7x9 cm
1/20/2023,52,Smartphone,66.01,20x9x11 cm
3/1/2023,6,Laptop,294.88,6x17x6 cm
2/16/2023,22,Headphones,106.52,6x13x6 cm
1/23/2023,11,Smartphone,386.79,14x6x18 cm
2/16/2023,65,Headphones,68.4,20x15x10 cm
2/6/2023,28,Smartphone,12.42,18x7x14 cm
1/24/2023,2,Smartphone,290.37,10x6x16 cm
1/22/2023,24,Laptop,133.98,12x13x12 cm
1/19/2023,28,Smartphone,390.65,17x9x14 cm
1/9/2023,82,Smartphone,233.6,15x13x7 cm
1/13/2023,96,Headphones,193,6x15x15 cm
1/31/2023,97,Headphones,373.74,15x7x9 cm
2/15/2023,29,Headphones,107.5,8x7x12 cm
2/6/2023,86,Headphones,139.48,12x10x19 cm
1/24/2023,27,Laptop,403.79,16x10x20 cm
1/23/2023,8,Laptop,208.41,6x17x10 cm
1/15/2023,21,Smartphone,59.85,17x19x20 cm
1/2/2023,87,Headphones,281.54,18x6x18 cm
3/4/2023,42,Monitor,323.25,9x19x18 cm
1/18/2023,86,Monitor,209.15,5x13x9 cm
2/20/2023,50,Monitor,245.09,12x13x13 cm
2/26/2023,33,Smartphone,107.14,20x14x7 cm
1/16/2023,53,Headphones,310.1,9x19x14 cm
2/19/2023,59,Headphones,392.08,15x19x5 cm
3/11/2023,30,Smartphone,498.91,5x6x15 cm
3/4/2023,77,Laptop,220.63,12x5x12 cm
1/22/2023,65,Laptop,16.08,10x11x5 cm
1/7/2023,13,Laptop,478.35,15x17x18 cm
1/27/2023,79,Monitor,290.28,18x13x9 cm
2/25/2023,16,Headphones,322.9,11x16x17 cm
1/8/2023,75,Laptop,65.17,17x19x14 cm
2/9/2023,50,Laptop,487.52,13x7x8 cm
2/25/2023,72,Monitor,22.93,5x13x8 cm
1/18/2023,93,Laptop,391.05,9x18x10 cm
2/14/2023,58,Smartphone,37.96,10x8x19 cm
3/7/2023,68,Monitor,126.97,6x20x5 cm
1/6/2023,50,Laptop,354.61,7x15x9 cm
2/7/2023,54,Headphones,491.96,12x12x10 cm
2/20/2023,68,Headphones,349.38,5x5x13 cm
1/27/2023,97,Smartphone,97.35,5x14x9 cm
2/17/2023,46,Smartphone,462.84,14x17x12 cm
3/2/2023,89,Headphones,114.27,14x18x11 cm
2/13/2023,48,Laptop,279.05,12x11x14 cm
2/19/2023,86,Smartphone,214.28,10x17x17 cm
2/14/2023,25,Monitor,449.9,11x14x16 cm
3/13/2023,27,Headphones,311.45,15x9x18 cm
2/28/2023,11,Monitor,295.49,13x20x18 cm
1/9/2023,36,Headphones,438.43,14x12x17 cm
1/29/2023,21,Monitor,43.62,6x6x16 cm
2/6/2023,90,Smartphone,288.37,12x6x12 cm
1/7/2023,41,Monitor,395.6,7x17x5 cm
3/9/2023,83,Monitor,434.22,18x19x7 cm
3/14/2023,64,Laptop,15.02,11x14x20 cm
3/10/2023,33,Laptop,41.99,11x10x10 cm
3/7/2023,89,Smartphone,347.67,20x10x6 cm
1/18/2023,73,Laptop,486.25,10x20x18 cm
3/2/2023,77,Smartphone,437.17,20x5x11 cm
2/24/2023,82,Headphones,28.41,16x7x9 cm
3/1/2023,43,Monitor,92.13,13x7x10 cm
1/1/2023,15,Monitor,56.86,13x16x20 cm
1/4/2023,37,Monitor,404.01,18x14x14 cm
1/8/2023,42,Headphones,135.67,7x10x15 cm
1/13/2023,71,Smartphone,171.44,16x11x17 cm
1/2/2023,85,Monitor,196.51,14x9x9 cm
1/15/2023,45,Laptop,321.13,13x11x8 cm
2/19/2023,81,Headphones,357.53,15x12x14 cm
2/21/2023,59,Monitor,235.54,10x14x11 cm
2/18/2023,16,Smartphone,413.62,9x12x18 cm
1/13/2023,9,Headphones,397.96,16x12x12 cm
2/23/2023,71,Monitor,151.68,8x10x10 cm
3/2/2023,100,Smartphone,379.62,19x5x13 cm
1/8/2023,34,Monitor,406,14x7x18 cm
2/24/2023,81,Headphones,266.71,18x14x7 cm
2/3/2023,67,Laptop,287.07,20x17x15 cm
3/14/2023,32,Smartphone,110.25,16x6x17 cm
1/28/2023,92,Laptop,207.51,7x5x11 cm
2/8/2023,61,Headphones,90.2,9x17x9 cm
1/9/2023,67,Laptop,492.2,11x13x10 cm
3/8/2023,6,Smartphone,399.78,13x7x11 cm
